model_id	accessibility	europdx_access_modality	email	name	form_url	database_url
TM01555	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01555	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01555
J000116474	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000116474	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000116474
J000106528	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106528	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106528
J000106529	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106529	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106529
J000106526	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106526	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106526
J000106527	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106527	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106527
J000099706	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000099706	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000099706
TM00015	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00015	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00015
TM00136	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00136	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00136
TM00135	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00135	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00135
TM00256	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00256	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00256
TM01348	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01348	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01348
TM00013	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00013	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00013
TM00134	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00134	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00134
TM00376	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00376	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00376
TM00375	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00375	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00375
TM01464	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01464	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01464
TM00139	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00139	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00139
TM01344	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01344	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01344
TM00259	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00259	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00259
TM00016	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00016	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00016
TM00137	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00137	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00137
TM01225	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01225	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01225
TM01346	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01346	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01346
TM01340	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01340	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01340
TM01462	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01462	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01462
TM01220	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01220	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01220
TM01341	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01341	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01341
TM01100	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01100	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01100
TM00253	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00253	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00253
J000104117	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000104117	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000104117
J000106535	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106535	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106535
J000106536	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106536	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106536
J000106533	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106533	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106533
J000106534	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106534	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106534
J000106531	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106531	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106531
J000106532	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106532	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106532
J000105561	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000105561	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000105561
TM00246	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00246	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00246
TM01215	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01215	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01215
TM01457	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01457	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01457
TM01578	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01578	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01578
TM00244	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00244	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00244
TM00001	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00001	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00001
TM01212	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01212	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01212
TM00368	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00368	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00368
TM01571	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01571	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01571
J000117541	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000117541	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000117541
J000117663	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000117663	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000117663
TM00360	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00360	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00360
J000101173	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101173	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101173
TM01517	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01517	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01517
TM00312	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00312	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00312
TM00311	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00311	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00311
J000118608	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000118608	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000118608
TM01404	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01404	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01404
TM00314	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00314	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00314
TM01400	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01400	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01400
J000099207	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000099207	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000099207
J000078984	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000078984	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000078984
J000099327	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000099327	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000099327
J000112064	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000112064	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000112064
J000096053	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096053	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096053
TM01509	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01509	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01509
J000103366	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000103366	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000103366
J000108931	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000108931	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000108931
TM01628	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01628	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01628
TM01629	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01629	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01629
TM00784	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00784	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00784
TM01634	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01634	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01634
TM01513	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01513	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01513
TM01510	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01510	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01510
TM00302	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00302	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00302
TM01632	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01632	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01632
J000092712	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000092712	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000092712
TM00208	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00208	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00208
TM00213	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00213	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00213
TM00334	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00334	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00334
TM01303	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01303	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01303
TM01545	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01545	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01545
TM00212	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00212	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00212
TM00332	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00332	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00332
TM00694	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00694	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00694
J000077636	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000077636	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000077636
J000078604	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000078604	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000078604
TM01427	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01427	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01427
TM00214	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00214	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00214
TM00335	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00335	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00335
TM01302	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01302	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01302
TM01423	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01423	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01423
TM00330	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00330	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00330
J000080739	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000080739	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000080739
J000093933	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000093933	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000093933
J000104314	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000104314	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000104314
TM00317	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00317	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00317
TM00206	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00206	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00206
TM00327	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00327	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00327
TM00204	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00204	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00204
TM00203	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00203	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00203
TM00324	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00324	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00324
TM01533	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01533	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01533
J000115417	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000115417	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000115417
J000099761	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000099761	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000099761
J000115416	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000115416	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000115416
TM00877	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00877	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00877
J000115419	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000115419	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000115419
J000115418	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000115418	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000115418
J000077451	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000077451	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000077451
J000111056	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000111056	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000111056
J000111054	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000111054	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000111054
TM00857	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00857	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00857
TM00977	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00977	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00977
TM00862	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00862	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00862
TM00860	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00860	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00860
TM00980	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00980	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00980
J000115420	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000115420	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000115420
J000095054	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000095054	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000095054
J000102326	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000102326	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000102326
TM01619	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01619	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01619
TM00889	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00889	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00889
J000102680	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000102680	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000102680
TM01617	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01617	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01617
TM01618	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01618	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01618
TM00896	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00896	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00896
TM01500	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01500	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01500
J000104518	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000104518	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000104518
J000101006	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101006	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101006
