model_id	sample_id	sample_origin	passage	host_strain_nomenclature	platform_id
TM00351	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077608	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00194	Not Specified	xenograft	PE	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00014	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01462	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00226	TM00226_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099761	J000099761_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00206	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00327	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00329	TM00329_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000117663	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00133	TM00133_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00842	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01144	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00190	TM00190_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01557	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01212	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00077	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00307	TM00307_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078366	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077960	J000077960_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00187	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01212	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078604	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108931	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078673	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00304	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00330	TM00330_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00192	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078571	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00192	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00373	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01457	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01165	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00031	TM00031_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01119	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01031	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000097253	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00178	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00067	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00373	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00135	TM00135_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01360	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00930	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077608	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105779	J000105779_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099257	J000099257_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00332	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00368	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00076	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000095054	J000095054_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00943	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000096652	J000096652_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00391	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00213	TM00213_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01031	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00999	TM00999_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093018	J000093018_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000116474	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00164	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00053	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099706	J000099706_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00039	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01545	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01619	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00099	TM00099_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00197	TM00197_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01263	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00832	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00920	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00164	TM00164_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01346	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01258	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094918	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000104720	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000103366	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00229	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000095635	J000095635_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01267	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00058	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077591	J000077591_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00269	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106532	Not Specified	xenograft	P7	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01555	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01634	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112358	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00229	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01509	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077973	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100674	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00063	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108981	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077636	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000117590	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01476	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01081	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01522	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00916	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00017	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01137	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01443	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100646	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000080739	J000080739_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00196	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00165	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00921	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108981	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00210	TM00210_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00015	TM00015_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00025	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00331	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106526	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00067	TM00067_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01406	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00053	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00702	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01160	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108200	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000102680	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01125	TM01125_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00314	TM00314_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01341	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112064	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000096053	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00080	TM00080_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01611	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01096	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00016	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00161	TM00161_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00014	TM00014_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00090	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093933	J000093933_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00058	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101892	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00355	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01420	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00929	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00244	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00368	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00999	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077451	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01120	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105934	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00039	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077960	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00386	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00091	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00373	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101005	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00999	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078336	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00080	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00219	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00381	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00149	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00274	TM00274_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00231	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00928	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01197	TM01197_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00306	TM00306_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01048	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099761	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00193	TM00193_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00784	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01053	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100556	J000100556_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00020	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01612	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00089	Not Specified	xenograft	P5	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094707	J000094707_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00196	TM00196_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01014	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00188	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000115417	Not Specified	xenograft	P7	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000103366	J000103366_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01085	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01044	TM01044_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01007	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01386	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00931	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000109079	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00219	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077451	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01039	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00331	TM00331_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00931	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000080739	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00073	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01563	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01173	TM01173_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00047	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099318	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00071	TM00071_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101329	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112882	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01341	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000096652	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000115420	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00309	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01245	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078984	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112414	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00219	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00333	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00098	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00386	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01522	TM01522_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01130	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077636	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000080599	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00387	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01225	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00355	TM00355_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00263	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00201	TM00201_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01160	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01357	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01565	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00367	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000116474	J000116474_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01155	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01121	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00018	TM00018_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01075	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00022	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01420	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00136	TM00136_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01517	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00025	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01002	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01619	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000117591	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00095	TM00095_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00113	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00921	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100646	J000100646_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00176	TM00176_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01029	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000092712	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00061	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000102184	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101173	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01155	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
